Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
CHEYENNE   LLC,J. LINK BEEF STICK ORIG.,JERKY,25,1.73,3.19,79.75,45.70,36.45
CHEYENNE   LLC,MT KET JAL,FRITO LAYS,25,3.68,4.99,124.75,26.25,32.75
CHEYENNE   LLC,BON APPETIT CHOC CHIP MUF,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
CHEYENNE   LLC,KRABBY PATTY GIANT GUMMI,CANDY : NOVELTY,25,0.28,0.69,17.25,59.18,10.21
CHEYENNE   LLC,DEX ARTISAN ITALIAN SUB 8,REFRIGERATED,25,4.07,6.69,167.25,39.18,65.53
CHEYENNE   LLC,HOT PCKT HAM & CHEESE 8 OZ,FROZEN,25,1.93,3.89,97.25,50.45,49.06
CHEYENNE   LLC,DIET COKE CAN ZERO 16oz,BEVERAGE : STANDARD,25,1.15,2.39,59.75,51.88,31.00
CHEYENNE   LLC,POWERADE GRAPE 28 OZ,BEVERAGE : STANDARD,25,1.26,2.89,68.65,56.40,40.75
CHEYENNE   LLC,NESTLE TOLL HOUSE CHOCOLATE CHIP COOKIE SANDWICH 6 OZ,ICE CREAM,25,2.41,3.99,99.75,39.60,39.50
CHEYENNE   LLC,CAMP V8 SPICY 12/OZ,BEVERAGE : STANDARD,25,1.45,3.29,82.25,56.08,46.13
CHEYENNE   LLC,COPENHAGEN POUCHES MINT,CHEW,25,5.55,6.49,161.65,14.51,23.55
CHEYENNE   LLC,XHALE LIQUID DIAMONDS MASTER BLEND THCA XPX9 1G CARTRIDGE CASE PEACH KOBBLER  (SATIVA),SMOKE SHOP,25,6.49,14.99,374.75,56.70,212.50
CHEYENNE   LLC,BODY ARMOR CHRYLIM ZERO 28 OZ,BEVERAGE : STANDARD,25,1.54,3.49,86.05,55.83,48.71
CHEYENNE   LLC,S012-S013 NJOY ACE PODS MENTHOL 2.4% 2PK,VAPE : PRIMARY ,25,10.95,12.99,324.75,15.70,51.00
CHEYENNE   LLC,BUCKED UP ENERGY SOUR BUCKS 16 OZ,BEVERAGE : STANDARD,25,1.83,3.79,94.75,51.63,48.92
CHEYENNE   LLC,NOS GT GRAPE 16oz,BEVERAGE : STANDARD,25,1.68,3.59,89.75,53.20,47.75
CHEYENNE   LLC,REIGN STORM STRAWBERRY APRICOT 12 OZ,BEVERAGE : STANDARD,25,1.42,2.99,74.75,52.62,39.34
CHEYENNE   LLC,ROCKSTAR PURE SUGAR FREE SILVER ICE 16 OZ,BEVERAGE : STANDARD,25,1.63,3.29,82.25,50.61,41.63
CHEYENNE   LLC,ON NICOTINE POUCHES 4MG C,POUCH,25,3.40,4.39,107.65,22.64,24.85
CHEYENNE   LLC,SAVIA COCONUT MILK MANGO,BEVERAGE : STANDARD,25,1.46,2.79,69.75,47.70,33.27
CHEYENNE   LLC,BODY ARMOR FRUIT PUNCH DRINK 28 OZ,BEVERAGE : STANDARD,25,1.54,3.49,85.75,55.83,48.71
CHEYENNE   LLC,HOSTESS DONETTES DBL CHOC,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.80
CHEYENNE   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.80
COLFAX   LLC,S094 ROLO,CANDY : BARS,25,0.97,2.29,58.75,57.57,32.96
COLFAX   LLC,PIBB XTRA SODA 20 OZ,BEVERAGE : STANDARD,25,1.28,2.99,74.75,57.15,42.72
COLFAX   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,84.95,41.30,35.00
COLFAX   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,86.15,41.30,35.00
COLFAX   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,25,1.99,3.39,85.82,41.30,35.00
LITTLETON   LLC,STRBK DOUBLESHOT VANILLA 15 OZ,BEVERAGE : STANDARD,25,2.83,4.49,112.25,36.90,41.42
LITTLETON   LLC,CHELADA BUD LIGHT 1 PK UIC 15 25 OZ,BEER,25,2.30,3.99,99.75,42.27,42.17
LITTLETON   LLC,M & M PEANUT KING,CANDY : BARS,25,1.92,3.29,82.25,41.57,34.19
LITTLETON   LLC,99 WATERMELONS,LIQUOR,25,0.65,1.29,32.25,49.61,16.00
LITTLETON   LLC,RED BULL SUGAR FREE SEA BLUE EDITION JUNEBERRY 8.4 OZ,BEVERAGE : STANDARD,25,1.54,3.29,82.25,53.14,43.71
LITTLETON   LLC,ON NICOTINE POUCHES 4MG C,POUCH,25,5.30,6.79,169.35,26.80,37.30
LITTLETON   LLC,CELSIUS SPARKLING ORANGE ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
LITTLETON   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,25,1.52,2.99,74.75,49.14,36.73
Zuni   LLC,J RANCHER GUMMIES V-BERRY,CANDY : BOX & PEG,25,2.08,4.69,117.25,55.65,65.25
Zuni   LLC,ALUMINUM FOIL 30FT REYNOL,HOME GOODS,25,2.65,4.89,117.25,45.81,56.00
Zuni   LLC,DIET PEPSI 1 LTR,BEVERAGE : STANDARD,25,2.02,3.59,89.75,43.73,39.25
Zuni   LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,25,1.60,2.89,72.25,44.64,32.25
Zuni   LLC,CHEX MIX SAVORY SNACK BOL,SALTY SNACKS,25,2.13,4.79,119.75,55.45,66.41
Zuni   LLC,N.V. GRANOLA BARS HONEY &,PROTEIN BARS,25,0.74,1.59,39.75,53.60,21.31
Zuni   LLC,STARBURST FAVEREDS SHARE,CANDY : BARS,25,1.92,3.29,82.25,41.57,34.19
Zuni   LLC,SLIM JIM GIANT TABASCO,JERKY,25,1.13,2.09,52.25,45.77,23.92
Zuni   LLC,15.0 CON QUE,FRITO LAYS,25,3.75,5.19,129.75,27.75,36.00
Zuni   LLC,MT SABRI,FRITO LAYS,25,2.00,2.99,74.75,33.11,24.75
Zuni   LLC,DISH DETERGENT ORIG 7.5OZ,HOME GOODS,25,1.44,2.69,67.25,46.47,31.25
Zuni   LLC,WARHEADS EXTREME SOUR HAR,CANDY : BOX & PEG,25,1.65,3.69,92.25,55.22,50.94
Zuni   LLC,HERSHEY ALMOND KING,CANDY : BARS,25,1.75,3.29,82.25,46.83,38.52
Zuni   LLC,HERSHEY KIT KAT,CANDY : BARS,25,0.98,2.29,57.25,57.13,32.71
Zuni   LLC,EAGLE PREMIUM CHERRY SLIC,CANDY : BOX & PEG,25,1.07,1.89,47.25,43.39,20.50
Zuni   LLC,NAB BIG BAG MINI OREO,SWEET SNACKS,25,1.36,2.89,72.25,53.11,38.38
Zuni   LLC,GATORADE LEMON LIME 20 OZ,BEVERAGE : STANDARD,25,1.46,2.99,74.75,51.09,38.19
Zuni   LLC,B.B. BANANA SPLIT 14OZ,ICE CREAM,25,2.32,4.29,107.25,45.92,49.25
Zuni   LLC,B.B. BUNNY TRACKS 14OZ,ICE CREAM,25,2.32,4.29,107.25,45.92,49.25
Zuni   LLC,MONSTER ENERGY DRINK ULTRA FIESTA ZERO 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
Zuni   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,25,1.74,3.59,89.75,51.53,46.25
Zuni   LLC,KETTLE CHIPS SALT&VINGAR,SALTY SNACKS,25,1.20,2.79,69.75,57.11,39.84
Zuni   LLC,S005 LA MARCA PROSECCO 750 ML,LIQUOR,25,13.49,19.99,499.75,32.52,162.50
Zuni   LLC,99 PEACHES  200 ML,LIQUOR,25,0.65,1.29,32.25,49.61,16.00
Zuni   LLC,FIREWOOD PINE BUNDLE 1 CT,EXTERIOR,25,3.50,8.49,200.75,58.78,124.75
Zuni   LLC,RED BULL 4 PK  8.4 OZ,BEVERAGE : STANDARD,25,6.13,10.99,274.75,44.27,121.63
Zuni   LLC,S001 KIM CRAWFORD SAUVIGNON BLANC 750 ML,LIQUOR,25,12.75,20.99,524.75,39.26,206.00
Zuni   LLC,$3 MILLION FORTUNE,LOTTERY,25,50.00,50.00,"1,250.00",0.00,0.00
Zuni   LLC,5 HOUR ENERGY-ES TROP-BUR,COUNTER DISPLAY,25,2.16,4.89,122.25,55.83,68.25
Zuni   LLC,ONE BAR CINNAMON ROLL,PROTEIN BARS,25,1.91,3.99,99.75,52.17,52.04
Zuni   LLC,GEEK BAR PULSE 15 K BLUE RAZZ ICE,VAPE : SECONDARY,25,10.00,27.99,699.75,64.27,449.75
Zuni   LLC,GHOST ENERGY SOUR PINK LEMONADE 16 OZ,BEVERAGE : STANDARD,25,1.71,3.89,97.25,56.08,54.54
Zuni   LLC,REIGN BODY ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,25,1.63,3.49,87.25,53.39,46.59
Zuni   LLC,DS084 FOUR LOKO JUNGLE JUICE CAN 12PK 23.5 OZ,BEER,25,2.27,4.09,102.25,44.48,45.48
Zuni   LLC,Electrolit Mango Premium Hydration Electrolyte Beverage 21 oz,BEVERAGE : STANDARD,25,1.92,3.79,94.75,49.43,46.84
Zuni   LLC,HOSTESS DONETTES CRUNCH 6,BAKERY & PASTRY,25,1.72,2.99,74.75,42.54,31.80
Zuni   LLC,QUEST BAR SMORES,PROTEIN BARS,25,2.06,4.29,107.25,52.04,55.81
BOULDER   LLC,MUG ROOT BEER 20 OZ,BEVERAGE : STANDARD,25,1.55,2.99,74.75,48.09,35.95
BOULDER   LLC,BUDWEISER CHELADA WEISER CLAMATO 25 OZ,BEER,25,2.23,3.99,99.75,44.03,43.92
BOULDER   LLC,CHEEZ-IT ORIG. 3/0Z,SALTY SNACKS,25,1.24,2.79,69.75,55.56,38.75
BOULDER   LLC,DAVID S.F. SEED JUMBO RAN,NUTS & SEEDS,25,1.59,3.69,92.25,57.05,52.63
BOULDER   LLC,DR NAC,FRITO LAYS,25,1.61,2.69,67.25,40.15,27.00
BOULDER   LLC,DR LNT,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
BOULDER   LLC,REESES PB&J STRAW BIG CUP,CANDY : BARS,25,1.71,3.29,82.25,48.02,39.50
BOULDER   LLC,AMERICAN SPIRIT 85 BOX SK,CIGARETTES,25,11.33,13.18,327.19,14.04,46.25
BOULDER   LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,25,1.41,2.89,70.45,51.19,36.99
BOULDER   LLC,POWERADE GRAPE 28 OZ,BEVERAGE : STANDARD,25,1.41,2.89,69.25,51.19,36.99
BOULDER   LLC,BOMB POP CHERRY LIME & BLUE RASPBERRY - 4.5 FL OZ,ICE CREAM,25,1.79,2.29,57.25,48.00,12.60
BOULDER   LLC,S052 B.B. BROWNIE CONES,ICE CREAM,25,2.50,4.19,104.75,40.35,42.27
BOULDER   LLC,JAVA MONSTER MEAN BEAN 15 OZ,BEVERAGE : STANDARD,25,2.19,3.89,97.65,43.70,42.50
BOULDER   LLC,PRINCIPE GOOD SWEET SAN,BIMBO BAKERY,25,1.43,2.49,62.25,42.57,26.50
BOULDER   LLC,SQUIRT 1 LTR,BEVERAGE : STANDARD,25,1.69,2.69,67.25,37.05,24.92
BOULDER   LLC,SUGAR BEVERAGE FEE 144 OZ,SUGAR FEE  (OPERATIONAL ONLY),25,2.88,2.88,72.00,0.00,0.00
BOULDER   LLC,CON UCH STRAWBERRY 12 PACK 12 OZ,BEVERAGE : SPECIALITY,25,3.77,6.99,193.75,46.05,80.48
BOULDER   LLC,CORE POWER ELITE STRAWBERRY 42 G ZERO 14 OZ,BEVERAGE : STANDARD,25,3.21,4.99,124.75,35.71,44.54
BOULDER   LLC,FOUR LOKO SOUR APL CAN 12PK 23.5 OZ,BEER,25,2.19,4.09,101.65,46.52,47.56
BOULDER   LLC,NBRW BERRY 12 OZ,BEVERAGE : SPECIALITY,25,4.00,8.49,212.25,52.90,112.27
BOULDER   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,25,1.72,2.99,74.75,42.47,31.75
Golden LLC,MT CT CRY ,FRITO LAYS,25,4.35,5.89,147.25,26.15,38.50
Golden LLC,RF SMB ,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
Golden LLC,CT HOT BKD,FRITO LAYS,25,1.88,2.69,67.25,30.11,20.25
Golden LLC,S002 WHITE OWL FF CIG GRN SWT 2PK,CIGAR & PAPER,25,1.43,1.99,49.75,28.12,13.99
Golden LLC,CARAMELLO KING,CANDY : BARS,25,1.75,3.29,82.25,46.83,38.52
Golden LLC,REESES PNT BTR CUP SUPER,CANDY : BOX & PEG,25,2.47,4.29,106.05,42.33,45.40
Golden LLC,BON APPETIT BLUEBERRY MUF,BAKERY & PASTRY,25,1.87,3.19,79.75,41.42,33.03
Golden LLC,BON APPETIT SEMITAS SWT R,BAKERY & PASTRY,25,1.87,3.19,79.75,41.30,32.94
Golden LLC,HARIBO SOUR GOLD BEARS  4.5 OZ,CANDY : BOX & PEG,25,1.33,2.99,74.75,55.60,41.56
Golden LLC,COKE DIET ZERO 1 LTR,BEVERAGE : STANDARD,25,1.97,3.59,89.75,45.19,40.56
Golden LLC,CAMP V8 JUICE 12/OZ,BEVERAGE : STANDARD,25,1.45,3.29,82.25,56.08,46.13
Golden LLC,SOUR PATCH KIDS 8 OZ,CANDY : BOX & PEG,25,2.07,4.69,116.65,55.93,65.59
Golden LLC,B.B. BIG BOPPER I.C. SAND,ICE CREAM,25,2.07,4.19,104.75,50.66,53.06
Golden LLC,B.B. MISSISSIPPI MUD SAND,ICE CREAM,25,1.03,2.09,52.85,50.88,26.59
Golden LLC,CORNNUTS CHILI PICANTE LA,NUTS & SEEDS,25,1.08,2.59,64.75,58.30,37.75
Golden LLC,MENTOS GUM PURE FRESH SPE,GUMS & MINTS,25,3.23,5.89,147.25,45.22,66.59
Golden LLC,PRINCIPE LIMON,BIMBO BAKERY,25,1.43,2.49,62.25,42.57,26.50
Golden LLC,SWEETARTS ROPES TWISTED R,CANDY : BARS,25,1.90,3.29,82.25,42.40,34.88
Golden LLC,RED BULL SUMMER EDITION ENERGY DRINK - 8.4 FL OZ CAN,BEVERAGE : STANDARD,25,1.52,3.29,82.25,53.77,44.23
Golden LLC,DS040 WHITE CLAW VARIETY 12 PK 12 OZ,BEER,25,15.78,21.99,549.75,28.26,155.38
Golden LLC,BOULDER CANYON CHIPS JALA,SALTY SNACKS,25,0.93,2.19,54.75,57.65,31.56
Golden LLC,BRAECKENRIDEA JUICE DROP 15 19.2 OZ,BEER,25,2.30,3.99,99.75,42.27,42.17
Golden LLC,DS038 VOODOO RANGER TROPIC FORCE 19.2 OZ,BEER,25,2.44,4.19,104.75,41.69,43.67
Golden LLC,LIQUID DEATH GREEN GILOTTINE 19.2 OZ,BEVERAGE : STANDARD,25,1.80,3.99,99.75,54.95,54.81
Golden LLC,BODY ARMOR SPRDRNKBL RBY 28 OZ,BEVERAGE : STANDARD,25,1.75,3.49,85.95,49.86,43.50
Golden LLC,MNCO WTRM WINE  12 OZ,LIQUOR,25,1.95,2.99,74.75,34.67,25.92
Golden LLC,CELSIUS RASPBERRY PEACH 12 OZ,BEVERAGE : STANDARD,25,1.61,2.99,74.26,46.07,34.44
Golden LLC,VINUT LYCHEE JUICE 16 OZ,BEVERAGE : STANDARD,25,1.50,2.99,74.75,49.85,37.26
CEDAR   LLC,FRZN DIN MAC & CHSE 12/OZ,FROZEN,24,2.90,5.49,131.76,47.18,62.16
CEDAR   LLC,MEADOW GOLD 2% MILK 1 GAL,REFRIGERATED,24,4.95,6.99,163.76,29.18,48.96
CEDAR   LLC,HUBBA BUBBA MAX OUTRAGEOU,CANDY : NOVELTY,24,0.64,1.69,40.56,62.00,25.15
CEDAR   LLC,CHEEZ-IT ORIG. 3/0Z,SALTY SNACKS,24,1.24,2.79,66.96,55.56,37.20
CEDAR   LLC,KBLR FUDGE STRIPE COOKIE,SWEET SNACKS,24,1.96,4.19,100.56,53.34,53.64
CEDAR   LLC,REESES TAKE 5 KING,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
CEDAR   LLC,HERSHEY KIT KAT BIG KAT K,CANDY : BARS,24,1.75,3.29,78.96,46.79,36.95
CEDAR   LLC,REESES CRISPY CRUNCHY KIN,CANDY : BARS,24,1.75,3.29,78.96,53.58,36.97
CEDAR   LLC,BON APPETIT DULCE-CARAMEL,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
CEDAR   LLC,HARIBO PEACHES 5OZ,CANDY : BOX & PEG,24,1.33,2.99,71.76,55.60,39.90
CEDAR   LLC,GATORADE ZERO GLACIER CHERRY 28 OZ,BEVERAGE : STANDARD,24,1.99,3.39,83.16,41.30,33.60
CEDAR   LLC,GATORADE FIERCE BLU CHERRY 28 OZ,BEVERAGE : STANDARD,24,1.99,3.39,82.76,41.30,33.60
CEDAR   LLC,B.B. PEANUT BUTTER PARTY,ICE CREAM,24,2.32,4.29,102.96,45.92,47.28
CEDAR   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.40
CEDAR   LLC,MIKE & IKE MEGA MIX 4.25O,CANDY : BOX & PEG,24,0.97,2.49,59.76,60.88,36.38
CEDAR   LLC,SWEETARTS CHEWY MINI 6/OZ,CANDY : BOX & PEG,24,2.16,4.89,127.14,55.85,65.54
CEDAR   LLC,RED BULL JUNEBERRY SUMMER EDITION 8.4 OZ,BEVERAGE : STANDARD,24,1.66,3.29,78.96,49.66,39.21
CEDAR   LLC,REDBULL SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,24,1.66,3.29,78.96,49.66,39.21
CEDAR   LLC,LASER POP,CANDY : NOVELTY,24,1.09,2.49,59.76,56.12,33.54
CEDAR   LLC,MONOPOLY™ SECRET VAULT 100X,LOTTERY,24,10.00,10.00,240.00,0.00,0.00
CEDAR   LLC,PAPER TOWEL 1RL 2PLY WHT,HOME GOODS,24,0.97,1.89,45.36,48.68,22.08
CEDAR   LLC,Glaceau Vitamin Water Zero Power-C Dragonfruit 20O Btl 20OZ,BEVERAGE : STANDARD,24,1.45,2.99,70.56,51.39,36.88
CEDAR   LLC,GEEK BAR 15 K WHITE GUMMIE ICE,VAPE : SECONDARY,24,10.00,27.99,683.76,64.27,431.76
CEDAR   LLC,GEEK BAR 15 K B-POP,VAPE : SECONDARY,24,10.00,27.99,677.73,64.27,431.76
CEDAR   LLC,GEEK BAR 15 K BLACK CHERRY,VAPE : SECONDARY,24,10.00,27.99,687.76,64.27,431.76
CEDAR   LLC,CELSIUS WTMN LMD 12OZ,BEVERAGE : STANDARD,24,1.52,2.99,71.76,49.14,35.26
WHEAT   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,24,2.83,4.39,106.96,35.46,37.36
WHEAT   LLC,COKE ZERO 1 LTR,BEVERAGE : STANDARD,24,1.97,3.59,86.16,45.19,38.94
WHEAT   LLC,B&M ORIGINAL 25CT,CIGAR & PAPER,24,1.54,1.99,47.76,22.55,10.77
WHEAT   LLC,MONSTER JUICE RIO PUNCH 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.40
WHEAT   LLC,Monster Zero Sugar Ultra Blue Hawaiian Energy Drink Can 16 OZ,BEVERAGE : STANDARD,24,1.74,3.59,86.16,51.53,44.40
WHEAT   LLC,BANG PEACH MANGO 16 OZ,BEVERAGE : STANDARD,24,1.63,3.19,76.56,49.01,37.52
WHEAT   LLC,RED BULL SUMMER EDITION ENERGY DRINK 8.4 OZ,BEVERAGE : STANDARD,24,1.53,3.29,78.96,53.46,42.21
WHEAT   LLC,NOS HIGH PERFORMANCE ENERGY 16 oz,BEVERAGE : STANDARD,24,1.72,3.59,82.76,52.00,44.80
HAWK   LLC,ROCHER 3 PIECE,CANDY : BARS,24,1.50,3.39,81.36,55.75,45.36
HAWK   LLC,MDEW BAJA BLAST ZERO 20 oz,BEVERAGE : STANDARD,24,1.55,2.99,72.36,48.09,34.51
HAWK   LLC,KETCHUP SQUEEZE 20/OZ HEI,GROCERY,24,3.50,7.29,170.56,51.99,90.96
HAWK   LLC,CHEX MIX SAVORY SNACK TRA,SALTY SNACKS,24,2.13,4.99,119.76,57.24,68.55
HAWK   LLC,J. LINK BEEF STICK ORIG.,JERKY,24,1.73,3.29,78.96,47.35,37.39
HAWK   LLC,NESQUIK STRAWBERRY 14 OZ,BEVERAGE : STANDARD,24,1.62,2.89,69.36,44.03,30.54
HAWK   LLC,MTN CHE FTX ,FRITO LAYS,24,2.93,3.99,95.76,26.57,25.44
HAWK   LLC,MT KET JAL ,FRITO LAYS,24,3.68,4.99,119.76,26.25,31.44
HAWK   LLC,MT CT JUM PUF ,FRITO LAYS,24,4.35,5.89,141.36,26.15,36.96
HAWK   LLC,MT MU REG,FRITO LAYS,24,2.00,2.99,71.76,33.11,23.76
HAWK   LLC,MT SABRITONES,FRITO LAYS,24,2.00,2.99,66.06,33.11,23.76
HAWK   LLC,MT FY SCO ,FRITO LAYS,24,3.83,5.19,134.94,26.20,32.64
HAWK   LLC,PLANTER T-MIX NUT & CHOC.,NUTS & SEEDS,24,2.13,4.79,114.96,55.48,63.78
HAWK   LLC,WAFFLE BUTTERMILK 10CT EG,FROZEN,24,3.18,6.29,150.96,49.44,74.64
HAWK   LLC,DEX DOUBLE CHAR-BROIL DLX,REFRIGERATED,24,2.67,4.39,105.36,39.15,41.25
HAWK   LLC,DEX XXL CHAR-BROIL JALAPE,REFRIGERATED,24,3.28,5.39,129.36,39.18,50.68
HAWK   LLC,DEX KING HAW. SMKD HAM/SW,REFRIGERATED,24,3.63,5.99,143.76,39.48,56.76
HAWK   LLC,HOT DOG 1/LB O.M.,FROZEN,24,3.49,6.89,165.36,49.35,81.60
HAWK   LLC,GATORADE ZERO CL BLU 28 OZ,BEVERAGE : STANDARD,24,1.99,3.49,83.06,42.98,36.00
HAWK   LLC,COW TALES CARAMEL,CANDY : NOVELTY,24,0.26,1.19,28.56,78.06,22.29
HAWK   LLC,MRS. FRESHLEY CARROT CAKE,BAKERY & PASTRY,24,1.23,2.59,62.16,52.41,32.58
HAWK   LLC,S027 (MC) WHLFCLS CREAMER HALF & HALF 32oz,REFRIGERATED,24,5.71,6.99,167.76,18.28,30.66
HAWK   LLC,DR PEPPER 12 PK 12 OZ,BEVERAGE : STANDARD,24,7.25,9.99,239.76,27.43,65.76
HAWK   LLC,SWEETARTS SOFT&CHEWY ROPE,CANDY : BOX & PEG,24,2.16,5.09,122.16,57.58,70.34
HAWK   LLC,BANG BLACK CHEERY 16 OZ,BEVERAGE : STANDARD,24,1.63,3.29,78.96,50.56,39.92
HAWK   LLC,ALBANESE 12FLV GUMMI BEAR,CANDY : BOX & PEG,24,1.82,4.29,102.96,57.50,59.20
HAWK   LLC,$25 MILLION CASH EXPLOSION,LOTTERY,24,20.00,20.00,480.00,0.00,0.00
HAWK   LLC,50 X $5,LOTTERY,24,4.65,5.00,120.00,7.00,8.40
HAWK   LLC,BOULDER CANYON CHIPS VINE,SALTY SNACKS,24,0.93,2.29,54.96,59.50,32.70
HAWK   LLC,REIGN BODY ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,24,1.63,3.59,86.16,54.69,47.12
HAWK   LLC,NBRW MIXED 12PK MANGO 12 OZ,BEVERAGE : SPECIALITY,24,4.00,8.19,196.56,51.17,100.58
CHEYENNE   LLC,SWISHER SWEET MINI CIGARI,CIGAR & PAPER,24,1.37,2.49,59.76,45.01,26.90
CHEYENNE   LLC,JL STK FLM,FRITO LAYS,24,1.07,1.99,47.76,46.23,22.08
CHEYENNE   LLC,HERSHEY ALMOND KING,CANDY : BARS,24,1.75,3.29,78.96,46.83,36.97
CHEYENNE   LLC,REESES BIG CUP KING,CANDY : BARS,24,1.71,3.29,78.96,55.66,37.95
CHEYENNE   LLC,DEX CHUCKWAGON 4.5 OZ,REFRIGERATED,24,2.50,4.19,100.56,40.29,40.51
CHEYENNE   LLC,SNAPPLE PEACH TEA 16 OZ,BEVERAGE : STANDARD,24,1.17,2.19,52.56,46.73,24.56
CHEYENNE   LLC,BANG BLACK CHEERY 16 OZ,BEVERAGE : STANDARD,24,1.52,3.19,76.56,52.35,40.08
CHEYENNE   LLC,GEEK BAR 15 K FROZEN PINA COLADA,VAPE : SECONDARY,24,8.60,19.99,469.76,56.98,273.36
CHEYENNE   LLC,REIGN STORM MANGO 12 OZ,BEVERAGE : STANDARD,24,1.42,2.99,71.76,52.62,37.76
CHEYENNE   LLC,ROCKSTAR PURE ZERO GRAPE 16 OZ,BEVERAGE : STANDARD,24,1.63,3.19,76.56,49.06,37.56
CHEYENNE   LLC,VELO PLUS POUCH CITRUS CH,POUCH,24,4.12,5.04,124.96,18.33,22.18
CHEYENNE   LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,24,1.54,2.99,71.76,48.44,34.76
COLFAX   LLC,EAGLE 20S BX RED 100,CIGARETTES,24,7.72,9.39,219.96,17.83,40.18
COLFAX   LLC,MTN DEW 1 LTR,BEVERAGE : STANDARD,24,2.02,3.59,87.65,43.73,37.68
COLFAX   LLC,MARLBORO 72 BOX,CIGARETTES,24,9.92,10.89,260.54,8.94,23.38
COLFAX   LLC,B&M ORIGINAL  PLASTIC TIP 25 CT,CIGAR & PAPER,24,1.39,1.99,51.74,30.27,14.46
COLFAX   LLC,CRUSH ORANGE 20 OZ,BEVERAGE : STANDARD,24,1.55,2.99,71.76,48.09,34.51
COLFAX   LLC,ZYN CINNAMON 6MG,POUCH,24,6.65,8.99,215.76,26.03,56.16
COLFAX   LLC,LOTERIA FIESTA,LOTTERY,24,10.00,10.00,240.00,0.00,0.00
COLFAX   LLC,SHIELD RED KING BOX,CIGARETTES,24,6.92,6.92,168.36,0.00,0.00
COLFAX   LLC,4K FOIL NAPA GRAPE CIGARILLOS GREEN SWEET,CIGAR & PAPER,24,0.93,1.39,33.36,32.90,10.98
COLFAX   LLC,4K's MANGO,CIGAR & PAPER,24,0.93,1.39,33.36,32.90,10.98
COLFAX   LLC,HOSTESS CUPCAKES CHOC 2PK,BAKERY & PASTRY,24,1.72,2.99,71.76,42.59,30.56
LITTLETON   LLC,PYRAMID BX BLUE 100,CIGARETTES,24,8.74,10.29,239.76,15.04,37.15
LITTLETON   LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,24,2.02,3.59,86.16,43.73,37.68
LITTLETON   LLC,PURE LEAF ICED TEA UNSWEETEND 18.5 OZ,BEVERAGE : STANDARD,24,1.60,2.89,69.36,44.64,30.96
LITTLETON   LLC,MDEW LIVE WIRE 20 OZ,BEVERAGE : STANDARD,24,1.61,2.99,71.76,46.14,33.11
LITTLETON   LLC,CAMEL WIDE CLASSIC FILTER,CIGARETTES,24,11.27,12.99,311.76,13.21,41.18
LITTLETON   LLC,BUD ICE 1 PK 25 OZ,BEER,24,1.20,2.19,52.56,45.05,23.68
LITTLETON   LLC,BON APPETIT CHEESE CROISS,BAKERY & PASTRY,24,1.87,3.19,76.56,41.42,31.71
LITTLETON   LLC,BON APPETIT FRENCH SWEETI,BAKERY & PASTRY,24,1.87,3.19,76.56,41.30,31.62
LITTLETON   LLC,DASANI WATER ZERO 20 OZ,BEVERAGE : STANDARD,24,1.04,2.19,52.56,52.44,27.56
LITTLETON   LLC,FANTA ORANGE SODA 20 OZ,BEVERAGE : STANDARD,24,1.28,2.99,71.76,57.15,41.01
